,Country,Sex,Age,Marital status
854,State of Palestine,Women,43,Married
855,Greece,Men,52,Married
856,Russian Federation,Men,24,Single
857,Turks and Caicos Islands,Women,69,Single
858,New Caledonia,Men,86,Married
859,Democratic People's Republic of  of Korea,Men,38,Married
860,Liechtenstein,Men,62,Married
861,Costa Rica,Women,90,Single
862,Palau,Women,96,Single
863,Faeroe Islands,Men,48,Single
864,Czech Republic,Men,34,Married
865,Azerbaijan,Women,64,Single
866,Czech Republic,Women,35,Divorced
867,Germany,Men,65,Married
868,Philippines,Women,79,Married
869,Brunei Darussalam,Women,30,Single
870,New Caledonia,Men,37,Married
871,French Polynesia,Men,38,Single
872,Mayotte,Women,65,Married
873,Mexico,Women,27,Single
874,Oman,Men,77,Married
875,Croatia,Women,74,Single
876,Algeria,Women,70,Married
877,French Guiana,Women,60,Single
878,Morocco,Women,82,Single
879,Lao People's Democratic Republic,Men,43,Married
880,Cayman Islands,Men,61,Married
881,Democratic People's Republic of  of Korea,Women,31,Married
882,United Arab Emirates,Women,24,Single
883,Aruba,Women,86,Married
884,Oman,Men,23,Single
885,Syrian Arab Republic,Women,16,Single
886,Ireland,Women,17,Single
887,Palau,Men,81,Married
888,Iran (Islamic Republic of),Women,83,Single
889,Saudi Arabia,Women,37,Married
890,Democratic People's Republic of  of Korea,Women,68,Single
891,French Polynesia,Women,54,Married
892,Cayman Islands,Women,20,Married
893,Panama,Men,15,Single
894,Italy,Men,94,Married
895,Cuba,Men,90,Single
896,Yemen,Men,19,Single
897,Canada,Women,30,Single
898,Czech Republic,Men,61,Married
899,Switzerland,Men,28,Single
900,Brazil,Men,51,Single
901,Brazil,Men,27,Single
902,State of Palestine,Men,41,Married
903,Malaysia,Women,50,Married
904,State of Palestine,Men,60,Married
905,Belgium,Men,18,Single
906,Tajikistan,Men,27,Married
907,Mozambique,Men,36,Single
908,Chile,Men,38,Married
909,Sudan,Women,82,Married
910,Antigua and Barbuda,Women,49,Married
911,Australia,Women,71,Married
912,Faeroe Islands,Women,87,Single
913,Belarus,Men,61,Single
914,Mozambique,Women,15,Single
915,Singapore,Men,22,Single
916,Suriname,Women,80,Married
917,Indonesia,Women,86,Single
918,Luxembourg,Men,42,Married
919,Brunei Darussalam,Men,21,Single
920,Saudi Arabia,Women,46,Married
921,Jamaica,Women,65,Married
922,Netherlands,Women,44,Married
923,Luxembourg,Men,56,Married
924,Malta,Women,54,Married
925,Democratic People's Republic of  of Korea,Men,63,Married
926,Tonga,Women,35,Married
927,Kuwait,Men,16,Single
928,Italy,Women,76,Married
929,Uruguay,Men,82,Married
930,Denmark,Men,45,Married
931,Gibraltar,Men,23,Single
932,Libya,Women,62,Married
933,Australia,Women,94,Divorced
934,Canada,Men,70,Married
935,Liberia,Women,61,Married
936,Greece,Men,68,Married
937,Greenland,Men,86,Single
938,San Marino,Women,68,Married
939,United Kingdom,Women,36,Single
940,Brunei Darussalam,Men,66,Married
941,Kyrgyzstan,Men,35,Married
942,New Zealand,Women,20,Single
943,Liberia,Women,15,Single
944,Chile,Men,41,Married
945,Democratic People's Republic of  of Korea,Men,88,Married
946,Brazil,Women,53,Single
947,Suriname,Women,35,Married
948,Jamaica,Men,42,Married
949,Réunion,Women,57,Married
950,Cuba,Men,71,Single
951,Czech Republic,Women,31,Married
952,Australia,Women,47,Married
953,Lao People's Democratic Republic,Men,73,Married
954,Antigua and Barbuda,Women,93,Married
955,Lebanon,Women,49,Married
956,Swaziland,Women,81,Married
957,Democratic People's Republic of  of Korea,Men,85,Married
958,Morocco,Women,77,Single
959,Ecuador,Men,87,Single
960,New Zealand,Women,61,Married
961,Belarus,Men,65,Married
962,Belarus,Men,51,Married
963,Denmark,Women,83,Single
964,Oman,Women,46,Married
965,Tajikistan,Men,85,Married
966,Montenegro,Women,43,Married
967,Switzerland,Men,82,Divorced
968,Cayman Islands,Men,93,Married
969,Russian Federation,Women,19,Single
970,Uruguay,Women,37,Single
971,Tajikistan,Men,22,Married
972,Jamaica,Men,87,Single
973,Aruba,Women,15,Single
974,Albania,Men,59,Married
975,Poland,Women,54,Married
976,Japan,Women,53,Married
977,Turks and Caicos Islands,Women,38,Married
978,Cuba,Women,50,Single
979,Panama,Men,85,Married
980,Cuba,Men,70,Single
981,Philippines,Women,94,Single
982,Lesotho,Women,89,Married
983,Antigua and Barbuda,Men,69,Single
984,Mexico,Men,15,Single
985,Bulgaria,Women,79,Single
986,Azerbaijan,Women,89,Single
987,Romania,Men,69,Married
988,Lesotho,Women,15,Single
989,Lithuania,Men,55,Married
990,French Guiana,Women,69,Single
991,Bahrain,Women,74,Married
992,El Salvador,Women,26,Married
993,San Marino,Men,15,Single
994,New Caledonia,Women,60,Single
995,Belize,Women,62,Married
996,Morocco,Men,72,Married
997,United Kingdom,Women,65,Married
998,Bulgaria,Men,47,Divorced
999,Italy,Men,68,Married
1000,Singapore,Women,55,Single
1001,French Guiana,Men,81,Married
1002,Anguilla,Men,78,Married
1003,Malaysia,Men,50,Married
1004,Saint Vincent and the Grenadines,Men,41,Single
1005,Norway,Men,90,Married
1006,Lesotho,Women,74,Single
1007,Kuwait,Women,80,Married
1008,Peru,Men,65,Single
1009,France,Women,37,Married
1010,Suriname,Men,93,Married
1011,Brunei Darussalam,Men,23,Single
1012,Aruba,Women,73,Single
1013,Lao People's Democratic Republic,Men,57,Married
1014,New Caledonia,Men,75,Single
1015,Brazil,Women,88,Married
1016,Austria,Men,51,Married
1017,Greenland,Men,33,Married
1018,Canada,Men,65,Married
1019,Finland,Women,35,Married
1020,Trinidad and Tobago,Men,33,Married
1021,Morocco,Men,82,Single
1022,Turks and Caicos Islands,Women,56,Married
1023,Anguilla,Women,15,Single
1024,Chile,Men,59,Married
1025,Gibraltar,Women,81,Married
1026,Belgium,Men,62,Single
1027,Italy,Men,86,Married
1028,Libya,Men,71,Married
1029,Suriname,Women,19,Single
1030,Lebanon,Men,24,Single
1031,Greece,Men,76,Married
1032,Mexico,Women,83,Single
1033,Swaziland,Men,85,Married
1034,Finland,Women,78,Married
1035,Palau,Women,26,Single
1036,Switzerland,Men,19,Single
1037,Liechtenstein,Men,32,Single
1038,Faeroe Islands,Women,38,Married
1039,Botswana,Women,89,Married
1040,Belgium,Men,89,Married
1041,Belgium,Men,70,Married
1042,Tonga,Men,82,Single
1043,Greece,Men,15,Single
1044,Bermuda,Men,35,Married
1045,Lesotho,Men,44,Single
1046,Switzerland,Men,64,Married
1047,Bulgaria,Women,84,Married
1048,Mongolia,Men,62,Married
1049,Jamaica,Men,44,Married
1050,Czech Republic,Women,27,Single
1051,Tajikistan,Men,33,Married
1052,Bulgaria,Men,79,Married
1053,Iran (Islamic Republic of),Men,74,Married
1054,Saudi Arabia,Women,54,Single
1055,Thailand,Men,30,Single
1056,Mongolia,Men,83,Married
1057,Costa Rica,Men,31,Married
1058,Mozambique,Men,97,Single
1059,Belgium,Men,52,Married
1060,Belarus,Men,79,Married
1061,Australia,Men,69,Married
1062,Mongolia,Women,81,Single
1063,Estonia,Men,64,Married
1064,Anguilla,Men,58,Married
1065,Cayman Islands,Women,53,Married
1066,Swaziland,Men,96,Married
1067,Russian Federation,Women,47,Married
1068,Canada,Men,26,Single
1069,Austria,Women,65,Single
1070,Australia,Men,99,Married
1071,"China, Hong Kong SAR",Men,51,Married
1072,Belgium,Men,99,Single
1073,Belgium,Men,50,Divorced
1074,South Sudan,Men,15,Single
1075,Belize,Women,53,Married
1076,Spain,Men,49,Married
1077,Norway,Women,25,Single
1078,China,Women,38,Married
1079,United Arab Emirates,Men,17,Single
1080,Bulgaria,Women,46,Married
1081,Kyrgyzstan,Women,87,Single
1082,Germany,Women,95,Divorced
1083,Greece,Women,88,Married
1084,Panama,Men,21,Single
1085,Venezuela (Bolivarian Republic of),Women,29,Single
1086,Bahrain,Women,58,Single
1087,Kuwait,Women,42,Married
1088,Democratic People's Republic of  of Korea,Men,19,Single
1089,Yemen,Men,62,Married
1090,Lebanon,Women,76,Single
1091,South Sudan,Men,21,Single
1092,Czech Republic,Women,98,Single
1093,El Salvador,Women,38,Single
1094,Jamaica,Men,78,Single
1095,Suriname,Women,55,Married
1096,Syrian Arab Republic,Women,98,Single
1097,Swaziland,Women,39,Married
1098,Germany,Men,37,Married
1099,Dominica,Women,35,Single
1100,Jamaica,Women,63,Married
1101,Slovakia,Women,20,Single
1102,Japan,Men,93,Married
1103,Aruba,Men,34,Single
1104,Netherlands,Women,41,Married
1105,Argentina,Men,38,Married
1106,Kyrgyzstan,Men,88,Single
1107,Belgium,Men,94,Married
1108,"China, Hong Kong SAR",Women,76,Single
1109,French Guiana,Women,22,Single
1110,Thailand,Men,58,Married
1111,Gibraltar,Men,59,Married
1112,Czech Republic,Women,90,Divorced
1113,Malaysia,Men,28,Married
1114,Bahrain,Women,76,Married
1115,Ireland,Men,93,Married
1116,Thailand,Men,39,Married
1117,Liechtenstein,Women,45,Married
1118,Italy,Women,93,Married
1119,Panama,Men,41,Single
1120,Syrian Arab Republic,Men,38,Married
1121,Latvia,Women,90,Married
1122,New Zealand,Men,81,Married
1123,Thailand,Men,67,Single
1124,Peru,Women,63,Married
1125,Malaysia,Women,54,Single
1126,Finland,Men,83,Married
1127,Algeria,Women,18,Single
1128,Switzerland,Men,15,Single
1129,New Caledonia,Men,15,Single
1130,Swaziland,Men,32,Married
1131,Hungary,Women,96,Single
1132,Liberia,Men,65,Married
1133,Algeria,Women,64,Single
1134,Albania,Women,75,Single
1135,Antigua and Barbuda,Women,77,Single
1136,Costa Rica,Women,92,Divorced
1137,Greece,Men,25,Single
1138,Slovakia,Women,82,Single
1139,South Sudan,Men,29,Married
1140,Albania,Women,20,Married
1141,Cuba,Men,46,Single
1142,Denmark,Men,96,Married
1143,Faeroe Islands,Men,46,Single
1144,China,Women,49,Married
1145,Poland,Women,63,Married
1146,Bermuda,Women,35,Married
1147,Belgium,Men,79,Married
1148,Iran (Islamic Republic of),Men,75,Married
1149,Peru,Men,83,Married
1150,Bermuda,Men,67,Single
1151,Slovakia,Men,25,Single
1152,Palau,Men,86,Single
1153,Morocco,Men,56,Married
1154,Aruba,Women,22,Single
1155,Croatia,Men,74,Married
1156,Mexico,Women,17,Single
1157,Latvia,Women,50,Married
1158,United Kingdom,Women,29,Married
1159,Lithuania,Women,87,Single
1160,Lithuania,Women,90,Single
1161,Yemen,Women,72,Married
1162,Luxembourg,Women,49,Married
1163,Azerbaijan,Women,49,Single
1164,Kuwait,Men,53,Married
1165,Lebanon,Men,92,Married
1166,Democratic People's Republic of  of Korea,Women,99,Single
1167,Iran (Islamic Republic of),Women,54,Single
1168,Bermuda,Men,34,Single
1169,Poland,Women,45,Married
1170,Brunei Darussalam,Women,49,Married
1171,Venezuela (Bolivarian Republic of),Men,61,Single
1172,Peru,Men,86,Single
1173,Croatia,Women,37,Married
1174,Dominica,Women,40,Single
1175,Turks and Caicos Islands,Men,65,Married
1176,Mexico,Men,47,Married
1177,Mongolia,Men,38,Married
1178,Croatia,Women,28,Married
1179,Albania,Men,85,Married
1180,Kyrgyzstan,Women,22,Single
1181,Jamaica,Men,75,Single
1182,Norway,Men,58,Married
1183,Gibraltar,Women,50,Married
1184,Italy,Women,85,Married
1185,New Zealand,Men,79,Married
1186,Tajikistan,Women,39,Married
1187,Montenegro,Women,18,Single
1188,Gibraltar,Men,53,Married
1189,Dominica,Women,29,Single
1190,Malaysia,Women,38,Married
1191,Trinidad and Tobago,Women,16,Single
1192,Poland,Women,61,Married
1193,Spain,Men,49,Divorced
1194,Italy,Men,89,Single
1195,Albania,Women,37,Married
1196,Mongolia,Men,75,Married
1197,Slovenia,Women,63,Divorced
1198,Belize,Women,52,Married
1199,Saint Lucia,Men,20,Single
1200,Faeroe Islands,Women,82,Single
1201,Ireland,Women,75,Married
1202,Greenland,Men,53,Single
1203,Sweden,Women,45,Single
1204,State of Palestine,Men,88,Married
1205,Aruba,Women,84,Single
1206,Russian Federation,Men,98,Married
1207,Saint Lucia,Women,86,Single
1208,Djibouti,Men,22,Single
1209,Croatia,Women,68,Married
1210,Lesotho,Men,79,Married
1211,Japan,Women,24,Single
1212,San Marino,Men,86,Married
1213,Malta,Men,82,Married
1214,Mozambique,Women,42,Married
1215,Anguilla,Men,87,Single
1216,Liechtenstein,Women,30,Married
1217,Argentina,Women,97,Single
1218,Austria,Women,91,Single
1219,Cyprus,Women,96,Single
1220,China,Men,59,Married
1221,Germany,Men,26,Single
1222,Bahrain,Men,59,Married
1223,Israel,Women,73,Single
1224,New Zealand,Men,37,Married
1225,Antigua and Barbuda,Women,84,Married
1226,Lao People's Democratic Republic,Men,75,Single
1227,French Polynesia,Men,47,Married
1228,Aruba,Men,74,Married
1229,Lesotho,Men,59,Married
1230,Austria,Women,18,Single
1231,Israel,Women,19,Single
1232,French Guiana,Women,30,Married
1233,Mozambique,Women,50,Single
1234,Morocco,Women,79,Single
1235,Botswana,Women,95,Single
1236,Libya,Men,25,Single
1237,Luxembourg,Men,91,Married
1238,Dominica,Women,41,Single
1239,Romania,Men,22,Single
1240,United Kingdom,Women,96,Single
1241,Sweden,Men,94,Single
1242,Liechtenstein,Men,71,Married
1243,Jamaica,Men,19,Single
1244,Ireland,Women,33,Single
1245,Poland,Men,48,Single
1246,Lao People's Democratic Republic,Women,49,Married
1247,Brunei Darussalam,Men,50,Married
1248,Poland,Men,39,Married
1249,Bahrain,Men,31,Single
1250,Panama,Women,77,Single
1251,Tonga,Men,20,Single
1252,Malta,Women,36,Married
1253,Democratic People's Republic of  of Korea,Women,64,Single
1254,Algeria,Men,60,Married
1255,Romania,Men,38,Divorced
1256,Belarus,Men,95,Married
1257,Swaziland,Women,94,Married
1258,Bahrain,Women,76,Single
1259,Iran (Islamic Republic of),Men,45,Married
1260,Republic of Korea,Men,29,Married
1261,Jamaica,Women,67,Single
1262,Lesotho,Men,28,Married
1263,Sudan,Men,69,Married
1264,Malaysia,Men,98,Married
1265,Tonga,Women,41,Married
1266,Russian Federation,Women,96,Single
1267,Russian Federation,Women,45,Divorced
1268,Gibraltar,Men,75,Married
1269,Netherlands,Women,77,Married
1270,Djibouti,Women,52,Married
1271,Brazil,Women,15,Single
1272,Israel,Women,51,Married
1273,Djibouti,Men,46,Married
1274,Panama,Men,42,Single
1275,Liberia,Men,45,Single
1276,Germany,Men,19,Single
1277,Libya,Women,69,Single
1278,Finland,Men,24,Single
1279,Montenegro,Women,27,Married
1280,Faeroe Islands,Women,78,Married
1281,Lao People's Democratic Republic,Women,98,Single
1282,Malaysia,Men,71,Single
1283,Canada,Men,15,Single
1284,Bulgaria,Men,96,Single
1285,Azerbaijan,Men,65,Single
1286,Montenegro,Women,84,Married
1287,New Zealand,Women,59,Married
1288,Cuba,Women,97,Single
1289,French Polynesia,Men,37,Single
1290,Kuwait,Men,32,Single
1291,United Arab Emirates,Women,63,Married
1292,Oman,Men,39,Married
1293,Brunei Darussalam,Men,53,Married
1294,Singapore,Women,90,Married
1295,Croatia,Men,19,Single
1296,Albania,Men,67,Married
1297,Ecuador,Men,86,Single
1298,Estonia,Men,84,Married
1299,Montenegro,Men,78,Single
1300,New Zealand,Women,15,Single
1301,Albania,Women,23,Single
1302,Lithuania,Men,98,Married
1303,Jamaica,Men,97,Married
1304,Botswana,Men,33,Single
1305,Mexico,Men,62,Single
1306,Poland,Men,76,Married
1307,Djibouti,Women,78,Single
1308,Japan,Women,59,Married
1309,Liechtenstein,Women,32,Single
1310,Sudan,Women,16,Single
1311,Saint Lucia,Men,75,Single
1312,Kuwait,Women,88,Single
1313,Lithuania,Women,99,Married
1314,Djibouti,Women,29,Single
1315,Italy,Women,56,Married
1316,Chile,Women,43,Married
1317,Albania,Women,71,Single
1318,New Zealand,Women,27,Single
1319,Iran (Islamic Republic of),Women,67,Single
1320,Venezuela (Bolivarian Republic of),Women,74,Divorced
1321,Sudan,Women,26,Married
1322,Lesotho,Men,53,Married
1323,Libya,Men,80,Married
1324,French Polynesia,Women,68,Married
1325,Antigua and Barbuda,Men,16,Single
1326,Democratic People's Republic of  of Korea,Men,37,Married
1327,Czech Republic,Men,41,Divorced
1328,Panama,Men,44,Single
1329,Libya,Men,56,Married
1330,Switzerland,Men,72,Married
1331,Malta,Men,31,Married
1332,Israel,Women,83,Married
1333,Saudi Arabia,Women,15,Single
1334,Greece,Women,60,Married
1335,Cuba,Women,71,Married
1336,French Polynesia,Men,87,Married
1337,Mozambique,Women,43,Single
1338,Costa Rica,Women,80,Single
1339,Trinidad and Tobago,Women,54,Married
1340,French Polynesia,Men,74,Married
1341,Netherlands Antilles,Men,18,Single
1342,Lesotho,Men,16,Single
1343,Mongolia,Women,45,Single
1344,Gibraltar,Men,61,Married
1345,Mozambique,Women,18,Single
1346,United Arab Emirates,Men,52,Married
1347,Singapore,Women,19,Single
1348,Greenland,Women,51,Married
1349,Dominica,Women,88,Single
1350,Latvia,Men,63,Married
1351,Lebanon,Men,72,Married
1352,Costa Rica,Men,18,Single
1353,Latvia,Women,83,Single
1354,Lebanon,Men,61,Single
1355,Cayman Islands,Women,47,Single
1356,Netherlands,Women,82,Single
1357,Belgium,Men,59,Married
1358,Gibraltar,Women,75,Single
1359,Trinidad and Tobago,Women,82,Married
1360,Greece,Women,25,Single
1361,French Polynesia,Women,90,Married
1362,Brunei Darussalam,Men,23,Single
1363,Thailand,Women,59,Married
1364,Trinidad and Tobago,Men,44,Single
1365,Belize,Women,90,Married
1366,Kyrgyzstan,Men,34,Single
1367,Aruba,Women,56,Married
1368,Israel,Men,53,Married
1369,Australia,Women,90,Single
1370,Aruba,Women,75,Single
1371,Switzerland,Women,87,Single
1372,Anguilla,Men,73,Single
1373,Malta,Women,44,Married
1374,Syrian Arab Republic,Women,22,Single
1375,Israel,Women,24,Married
1376,Bulgaria,Women,45,Married
1377,Poland,Women,51,Married
1378,Bahrain,Women,72,Married
1379,Gibraltar,Women,80,Married
1380,United Arab Emirates,Women,85,Single
1381,Australia,Women,83,Married
1382,French Polynesia,Men,43,Single
1383,Hungary,Women,54,Single
1384,Saint Lucia,Men,64,Single
1385,Philippines,Women,24,Single
1386,Tonga,Women,36,Married
1387,Dominica,Men,73,Married
1388,Algeria,Women,21,Single
1389,Yemen,Women,91,Divorced
1390,Malaysia,Men,78,Married
1391,Mexico,Women,52,Single
1392,Aruba,Women,74,Single
1393,Malta,Women,43,Married
1394,Switzerland,Men,76,Divorced
1395,Venezuela (Bolivarian Republic of),Women,71,Single
1396,Uruguay,Men,81,Single
1397,Denmark,Women,52,Single
1398,Hungary,Women,73,Single
1399,Bahrain,Men,59,Married
1400,Algeria,Women,62,Married
1401,Canada,Men,21,Married
1402,United Kingdom,Men,31,Single
1403,Brazil,Men,61,Married
1404,Montenegro,Women,73,Single
1405,Romania,Men,31,Married
1406,Ecuador,Men,73,Divorced
1407,Switzerland,Men,73,Single
1408,Antigua and Barbuda,Women,80,Married
1409,Malta,Men,98,Married
1410,El Salvador,Men,60,Married
1411,Canada,Men,78,Married
1412,France,Men,24,Single
1413,Bulgaria,Women,83,Single
1414,Mongolia,Men,52,Married
1415,Saint Lucia,Men,72,Single
1416,Cyprus,Women,45,Divorced
1417,Greenland,Men,46,Married
1418,Spain,Men,64,Married
1419,Lebanon,Women,77,Single
1420,Faeroe Islands,Men,56,Married
1421,Switzerland,Men,20,Single
1422,Kuwait,Men,27,Married
1423,Kuwait,Men,53,Married
1424,Montenegro,Women,41,Married
1425,Democratic People's Republic of  of Korea,Men,53,Married
1426,Luxembourg,Women,58,Married
1427,Iran (Islamic Republic of),Women,76,Single
1428,Lithuania,Men,67,Married
1429,Brazil,Men,24,Single
1430,Brazil,Men,22,Single
1431,San Marino,Men,75,Married
1432,French Polynesia,Men,80,Divorced
1433,French Polynesia,Women,56,Single
1434,Kuwait,Women,96,Single
1435,Austria,Men,87,Single
1436,Venezuela (Bolivarian Republic of),Women,41,Single
1437,Libya,Women,97,Single
1438,Philippines,Women,67,Married
1439,"China, Hong Kong SAR",Men,35,Married
1440,Japan,Men,78,Married
1441,Trinidad and Tobago,Men,39,Single
1442,Faeroe Islands,Women,61,Married
1443,Saudi Arabia,Women,68,Married
1444,Kyrgyzstan,Women,63,Single
1445,San Marino,Men,23,Single
1446,Ireland,Women,39,Married
1447,Slovakia,Women,93,Single
